apartment_name,nearbylocation
Assetz 63 Degree East,"[('Primus Public School', '2 km'), ('Primus PU College', '2 km'), ('Kshema Hospital', '2 km'), ('Market Square Mall', '3 km'), ('Hosa Road Metro Station', '3 km'), ('NH48', '1 km'), ('Global Technology Park', '2 km')]"
Assetz 63 Degree East Kodathi,"[('Primus PU College', '1.3 km'), ('Primus Public School', '1.4 km'), ('NH44', '3 km'), ('Kshema Hospital', '4 km'), ('Hosa Road Metro Station', '6.6 km'), ('Global Technology Park', '8.6 km'), ('Market Square Mall Sarjapur Road', '12.4 km')]"
Assetz Bloom and Dell,"[('Prerana International School', '4.2 km'), ('Manipal Hospital Varthur Road', '10.7 km'), ('Baiyappanahalli Metro Station', '13.8 km'), ('Krishnarajapuram Railway Station', '12.2 km'), ('Villupuram Road', '3.7 km'), ('Park Square Mall', '9.2 km'), ('International Tech Park', '9.8 km')]"
Assetz Canvas and Cove,"[('Jayashree Multi Speciality Hospital', '2.0 km'), ('Little Angels High School', '1.8 km'), ('Singasandra Metro Station', '1.5 km'), ('Dayananda Sagar University', '2.0 km'), ('SVR College', '2.0 km')]"
Assetz Canvas and Cove Begur,"[('Jayashree Multi Speciality Hospital', '3.0 km'), ('Dayananda Sagar University', '3.2 km'), ('Singasandra Metro Station', '2.9 km'), ('Royale Concorde School', '3.5 km'), ('Market Square Mall', '6.9 km')]"
Assetz Lumos,"[('NU Hospitals', '2.0 km'), ('Orchids The International School', '1.8 km'), ('Sandal Soap Factory Metro Station', '1.5 km'), ('Yeshwantpur Market', '2.0 km'), ('Aaroyha Mandir Hospital', '2.0 km')]"
Assetz Marq,"[('The Bangalore School', '2 km'), ('Svyasa University', '2 km'), ('Mission Hospital', '2 km'), ('Whitefield Metro Station', '2 km'), ('Whitefield Railway Station', '2 km'), ('Ascendas Park Square Mall', '2 km'), ('SH 35', '1 km')]"
Assetz Marq 2,"[('One World International School', '2 km'), ('Garden City University', '2 km'), ('Brookefield Multi Speciality Hospital', '2 km'), ('Whitefield (Kadugodi) Metro Station', '2 km'), ('Whitefield Railway Station', '2 km'), ('Park Square Mall', '2 km'), ('Whitefield-Hoskote Road (SH 35)', '1 km')]"
Assetz Marq 3,"[('Vibgyor High School', '2 km'), ('Whitefield Railway Station', '2 km'), ('Old Madras Road', '1 km'), ('Phoenix Marketcity', '2 km'), ('International Tech Park', '2 km'), ('Bearys Global Research Triangle', '2 km')]"
Assetz Oasis Apartment,"[('Ragavendra Hospital', '2.0 km'), ('AIMS Institutes', '1.8 km'), ('Jalahalli Metro Station', '1.5 km'), ('Ashwini Hospital', '2.0 km'), ('Schoenstatt St Marys High School', '2.0 km')]"
Assetz Soho and Sky,"[('PKS School', '2.1 km'), ('Manipal Hospital Hebbal', '6.1 km'), ('Embassy Manyata Business Park', '4.1 km'), ('Esteem Mall', '6.0 km'), ('REVA University', '8.3 km'), ('GKVK University Stadium', '6.1 km'), ('Hebbal Railway Station', '7.4 km')]"
Assetz Sora and Saki,"[('Relive Hospital', '3.6 km'), ('St. Francis School', '1.8 km'), ('CMR University', '6.0 km'), ('Yelahanka Junction', '15.8 km'), ('Bhartiya Mall of Bengaluru', '9.9 km'), ('Lotpick Workspace', '9.3 km'), ('BK Halli Highway', '2.1 km')]"
Assetz Soul and Soil,"[('Cratis Hospital', '1.5 km'), ('Good Shepherd High School', '2.0 km'), ('Thanisandra Railway Station', '2.5 km'), ('Elements Mall', '2.0 km'), ('NBC College', '2.0 km')]"
Assetz Sun and Sanctum,"[('Battarahalli Indoor Stadium', '450 m'), ('NH75', '1 km'), ('Cambridge PU College', '2.1 km'), ('RI Prarthana School', '2.7 km'), ('Sunrise Hospital', '4.1 km'), ('Channasandra Station', '5.6 km'), ('Phoenix Marketcity', '7 km')]"
Aswani Aaeesha,"[('Springleaf Hospital', '2.0 km'), ('Silicon Valley School Konappana Agrahara', '1.5 km'), ('Hebbagodi Metro Station', '1.5 km'), ('Infosys Office', '2.5 km'), ('Vimalaya Hospital', '2.0 km')]"
Aswani Sitara,"[('Athreya Hospital', '2.0 km'), ('Narayana Hrudayalaya', '2.0 km'), ('Bangalore College Of Engineering And Technology', '2.5 km'), ('BTL Institute of Technology', '2.0 km'), ('Heelalige Railway Station', '2.0 km')]"
Asya Pearl,"[('Srujana Hospital', '2.0 km'), ('Sacretis School', '1.8 km'), ('Wipro EC Bus Stand', '1.5 km'), ('E-City Family Dental Centre', '1.8 km')]"
Atarva Mansion,"[('Orchid Academy', '2 km'), ('Dr Ambedkar Medical College Hospital', '2 km'), ('K C Raju Multi Speciality Hospital', '2 km'), ('Venkateshapura Metro Station', '2 km'), ('Arabic College Metro Station', '2 km'), ('Manyata Tech Park', '3 km')]"
Atco Sapphire,"[('Town Hospital', '2 km'), ('Global Indian International School', '3 km'), ('Sarjapur Main Road', '1 km'), ('Carmelaram Railway Station', '3 km'), ('RGA Techpark', '3 km'), ('Market Square Mall', '3 km')]"
Audel Heights,"[('Cloud Nine Fertility', '1.5 km'), ('Medplus', '0.8 km'), ('CMS Business School', '2.0 km'), ('Zaitoon', '1.2 km'), ('Ganesha Temple', '1.0 km')]"
Avanthika Apartment,"[('Medi Derma Hospital', '1.5 km'), ('Manasa Public School', '1.8 km'), ('Swamy Vivekananda Primary and High School', '2.0 km'), ('Bharat Petroleum', '1.5 km'), ('Little Lions', '2.0 km')]"
Avenue Pride,"[('Gurushree Hitech Multispeciality Hospital', '2.0 km'), ('Siddaganga Public School', '1.8 km'), ('Nayandahalli Metro Station', '1.5 km'), ('B M Valley School', '2.0 km'), ('Mysore Road Metro Station', '1.5 km')]"
Avighna Aarna Vantage,"[('Hebbagodi Metro Station', '1.5 km'), ('Bhumika Hospital', '2.0 km'), ('Vimalaya Hospital', '2.0 km'), ('Ebenezer International School', '1.8 km'), ('Wipro', '2.5 km')]"
Axis Aspira,"[('T.R. Hospital', '2.0 km'), ('Capitol Public School', '1.8 km'), ('Narayana Hrudayalaya Dental Clinic', '2.0 km'), ('Cambridge School Kothanur', '2.5 km')]"
Axis Oaklyn,"[('The North Bangalore Hospital', '2.0 km'), ('Oxford English School', '1.5 km'), ('Yelahanka Junction', '2.0 km'), ('The Galleria Mall', '3.0 km'), ('Jain University', '2.5 km'), ('Chikkajala Metro Station', '1.0 km'), ('Ramada by Wyndham Hotel', '2.5 km')]"
Azur,"[('Mico Bosch Metro Station', '1.5 km'), ('Sree Venkateshwara Speciality Hospital', '2.0 km'), ('V. S. Achar Multispeciality Hospital', '2.0 km'), ('LPS Vinayakanagar Shanthinagar', '1.8 km')]"
BCD City,"[('Hoskote Government Hospital', '1 km'), ('Dhruva Nursing Home And Diagnostic Centre', '1.5 km'), ('Sri Srinivasa Hospital Bengaluru Rural', '2 km'), ('NH75', '1 km'), ('Hoskote Bus Stand', '1.2 km'), ('New Horizons School', '3 km'), ('Orion Uptown Mall', '5 km')]"
BCD City Township,"[('Hoskote Government Hospital', '1 km'), ('Dhruva Nursing Home And Diagnostic Centre', '1.5 km'), ('Sri Srinivasa Hospital Bengaluru Rural', '2 km'), ('NH75', '1 km'), ('Hoskote Bus Stand', '1.2 km'), ('New Horizons School', '3 km'), ('Orion Uptown Mall', '5 km')]"
BCD Emprasa,"[('Hoskote Government Hospital', '1 km'), ('Dhruva Nursing Home And Diagnostic Centre', '1.5 km'), ('Sri Srinivasa Hospital Bengaluru Rural', '2 km'), ('NH75', '1 km'), ('Hoskote Bus Stand', '1.2 km'), ('New Horizons School', '3 km'), ('Orion Uptown Mall', '5 km')]"
BCM Vertex,"[('Akshaya Nursing Home Yelahanka', '1.5 km'), ('Omega Multispeciality Hospital', '2.0 km'), ('N4 Srishti Institute of Art Design & Technology', '1.0 km'), ('Poorna Prajna Education Center', '1.5 km'), ('Yelahanka Junction', '2.0 km'), ('The Galleria Mall', '2.0 km')]"
BDA Apartment,"[('Global Indian International School', '2 km'), ('Lakshya Public School', '2 km'), ('Government Hospital', '2 km'), ('Varthur Main Road', '1 km'), ('Brookefield Mall', '2 km'), ('RGA Tech Park', '2 km')]"
BDA Apartment Kommaghatta,"[('KENGERI UPANAGARA Government Hospital', '1.5 km'), ('Ullalu Government Hospital', '2.0 km'), ('Vijaya Hospital Bengaluru Urban', '2.0 km'), ('Sankalpa Hospital', '2.0 km')]"
BDA Chandragiri Apartment,"[('Kannamangala Primary Health Center', '2 km'), ('Geetha Hospital', '2 km'), ('S.N. Hospital', '2 km'), ('Whitefield Metro Station', '2 km'), ('Ascendas Park Square Mall', '3 km')]"
BDA Flat,"[('Kengeri Metro Station', '1.5 km'), ('BGS Global Hospitals', '2.0 km'), ('Shreya Hospital Bengaluru Rural', '2.0 km'), ('SJB Institute of Technology', '1.8 km'), ('R.V. College of Engineering', '1.8 km')]"
BDA Flats,"[('Sri Ram Speciality Hospital', '1.5 km'), ('Get Well Hospital', '2.0 km'), ('Credence Public School', '1.8 km'), ('Koramangala Bus Depot', '2.0 km'), ('St Frances ICSE School', '2.5 km')]"
BDA Flats Phase 2,"[('Kengeri Metro Station', '1.5 km'), ('KENGERI UPANAGARA Government Hospital', '2.0 km'), ('Shreya Hospital Bengaluru Rural', '2.0 km'), ('Government School', '1.8 km'), ('Kengeri Railway Station', '1.5 km')]"
BDA Gunjur Housing Project,"[('Vagdevi Vilas Super School', '2 km'), ('Government Hospital', '1.5 km'), ('Apollo Pharmacy', '1 km'), ('Varthur Main Road', '1 km'), ('Forum Neighbourhood Mall', '4 km'), ('Whitefield (Kadugodi) Metro Station', '5 km')]"
BDA Malagala Apartments,"[('Nagarbhavi Circle Bus Stop', '1.5 km'), ('Panacea Hospital Nagarabhavi', '2.0 km'), ('Vijaya Netralaya', '2.0 km'), ('Dr. Ambedkar Institute of Technology', '1.8 km'), ('National Law School of India University', '2.0 km')]"
BDA Valagerahalli Phase 5,"[('Pattanagere Metro Station', '1.5 km'), ('MEDSOL Hospital', '2.0 km'), ('R.V. College of Engineering', '1.8 km'), ('Global Village Tech Park', '2.0 km'), ('Kengeri Railway Station', '2.0 km')]"
BDU Amulya Apartment,"[('Sri Lakshmi Multi Speciality Hospital', '2.0 km'), ('East West Institute of Technology', '1.8 km'), ('Herohalli Bus Stop', '1.5 km'), ('Orchids The International School', '2.0 km'), ('Prajawal Nursing School', '2.0 km')]"
BM Glorieta,"[('Delhi Public School', '2 km'), ('St. Thomas School', '2 km'), ('Vasan Eye Care', '2 km'), ('Whitefield Metro Station', '2 km'), ('International Tech Park', '2 km'), ('Forum Value Mall', '3 km')]"
Bagalur Residency Plot,"[('Valens Hospitals', '1.5 km'), ('Sapthagiri Hospital', '2.0 km'), ('Reva University', '2.5 km'), ('Brindavan College of Engineering', '2.8 km'), ('Ryan International School', '3.0 km'), ('SH104', '1.5 km')]"
Bairavi Cruz Luxor,"[('Divine Medical Centre', '1.5 km'), ('Cloudnine Fertility', '2.0 km'), ('Smiley Kids', '1.8 km'), ('Kalyan Nagar Bus Stand', '2.0 km'), ('Elements Mall', '2.5 km')]"
Balaji Emerald BEL Layout Vidyaranyapura,"[('Sathya Hospital', '1.5 km'), ('Zion Hospital and Research Centre', '1.8 km'), ('Orchid Academy', '1.0 km'), ('Venkateshapura Metro Station', '2.0 km'), ('Elements Mall', '3.0 km'), ('Banaswadi Railway Station', '2.5 km'), ('Kammanahalli Main Road', '1.0 km')]"
Balaji Homes,"[('North Side Hospital and Diagnostic Centre', '1.5 km'), ('Chaitanya Medical Centre', '1.8 km'), ('Jnanadeepika School', '2.0 km'), ('The Galleria Mall', '3.5 km'), ('Yelahanka Junction', '3.0 km'), ('University of Agricultural Sciences', '2.5 km')]"
Balaji Meadows,"[('Jayashree Multi Specilaity Hospital', '1.5 km'), ('St Anns School Begur', '1.8 km'), ('Yelenahalli Bus Stop', '1.5 km'), ('Shri Sharada Vidyanikethana Arkere', '2.0 km'), ('Royal Meenakshi Mall', '3.0 km')]"
Balaji Paradise,"[('Hebbal Medical Center', '1.5 km'), ('Icon Hospital', '1.8 km'), ('Kriya Preschool', '1.0 km'), ('Elements Mall', '2.5 km'), ('Yeshwantpur Junction', '3.0 km'), ('Manyata Tech Park', '3.0 km')]"
Balaji Residency,"[('Niyati Children Clinic', '1.5 km'), ('Government Hospital', '2.0 km'), ('St Anns School Begur', '1.8 km'), ('Shri Sharada Vidyanikethana Arkere', '2.0 km'), ('J P Vidyakendra School Arakere', '2.0 km')]"
Balaji Vajraa,"[('Vijayashree Hospitals', '1.5 km'), ('Banashankari Hospital', '2.0 km'), ('T John Institute of Technology', '1.8 km'), ('Cinepolis', '2.5 km'), ('GHPS Gottigere', '2.0 km')]"
Bannerghatta House of Hiranandani,"[('Maple Bear Canadian School', '1.8 km'), ('Star Market', '1.5 km'), ('Fortis Hospital', '2.0 km'), ('Sri Chaitanya School', '2.0 km')]"
Barry Temple Tree,"[('D Mart', '1.1 km'), ('Town Hospital Sarjapura', '2.6 km'), ('Azim Premji University', '3.7 km'), ('Greenwood High', '6.8 km'), ('Karmelaram Railway Station', '10.8 km'), ('Sarjapur Main Road', '1 km'), ('Forum Mall The Prestige City', '4 km')]"
Barvika Residency,"[('Blossom Multispecialty Hospital', '2.0 km'), ('St Joseph Eng Sch Hosur Road Beratena Agrahara', '1.8 km'), ('Hosa Road Metro Station', '1.5 km'), ('Oxford School Beratena Agrahara', '2.0 km'), ('Azim Premji University', '2.5 km')]"
Basaveshwara Nagar,"[('Punya Hospital Bengaluru Urban', '2.0 km'), ('Cordial High School', '1.8 km'), ('Basaveshwara Nagar Bus Stop', '1.5 km'), ('Vivus West Multi Speciality Hospital', '2.0 km'), ('ASC Degree College', '2.0 km')]"
Basil at Brigade Meadows,"[('Kaggalipura Government Hospital', '1.5 km'), ('Government Primary School Kaggalipura', '1.8 km'), ('Kaggalipura Bus Stop', '1.5 km'), ('Saptha Giri Clinic', '2.0 km'), ('Jain University', '3.0 km')]"
Bavisha Urban Homes,"[('Sri Lakshmi Multi Speciality Hospital', '2 km'), ('Balaji Nursing Home', '2 km'), ('Town Hospital', '2 km'), ('Sarjapur Main Road', '1 km'), ('Market Square Mall', '3 km'), ('Sompura Gate Bus Stop', '1 km'), ('Wipro Corporate Office', '3 km')]"
Bearys Lake Side Habitat,"[('Baptist Hospital', '1.5 km'), ('Poornima Hospital', '2.0 km'), ('Sukrupa School', '1.8 km'), ('Venkateshpura Metro Station', '2.0 km'), ('Elements Mall', '2.5 km')]"
Begur Heights Begur Woods Layout,"[('Yelenahalli Bus Stop', '1.5 km'), ('Jayashree Multi Speciality Hospital', '2.0 km'), ('St Anns School Begur', '1.8 km'), ('St Pauls School Begur', '2.0 km'), ('Government Primary School Yelenahalli', '2.0 km')]"
Bengaluru North,"[('Baptist Hospital', '1.5 km'), ('Sukrupa School', '1.0 km'), ('RT Nagar Bus Depot', '1.0 km'), ('Hebbal Railway Station', '2.0 km'), ('Elements Mall', '2.5 km'), ('Chaitanya Hospital', '1.5 km')]"
Best Apartments,"[('Unity Hospital Bengaluru Urban', '2.0 km'), ('RNS Institute of Technology', '1.8 km'), ('Rajarajeshwari Nagar Metro Station', '1.5 km'), ('Global Academy of Technology', '2.0 km'), ('JSS Academy of Technical Education', '2.0 km')]"
Bhadra Landmark,"[('Kengeri Metro Station', '1.5 km'), ('BGS Global Hospitals', '2.0 km'), ('R.V. College of Engineering', '1.8 km'), ('Global Village Tech Park', '2.0 km'), ('SJB Institute of Technology', '2.0 km')]"
Bharatiya City,"[('Lakshmi Hospital', '2.0 km'), ('Krishnadevaraya Hospital', '2.5 km'), ('Bettahalsoor Railway Station', '3.0 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('Nitte Meenakshi Institute', '3.5 km')]"
Bhartiya City Nikoo Homes 1,"[('Regal Hospital', '1.5 km'), ('Bangalore Prime Hospital', '1.8 km'), ('Karnataka College', '1.0 km'), ('Thanisandra Railway Station', '2.0 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('Elements Mall', '2.5 km'), ('Samar International Islamic School', '1.0 km')]"
Bhartiya City Nikoo Homes 4,"[('Regal Kidney & Multi Specialty Hospital', '1.5 km'), ('Chaman Bhartiya School', '1.8 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('Reva University', '2.5 km'), ('Thanisandra Railway Station', '2.0 km'), ('Venkateshpura Metro Station', '3.0 km'), ('The Leela Bhartiya City', '2.5 km')]"
Bhartiya City Nikoo Homes 6,"[('Manipal Hospitals', '1.5 km'), ('KNS Institute of Technology', '1.0 km'), ('Bhartiya Mall of Bengaluru', '1.0 km'), ('Karnataka College of Pharmacy', '1.5 km'), ('Yelahanka Junction', '3.0 km'), ('Elements Mall', '2.5 km'), ('Curious School', '1.0 km')]"
Bhartiya City Nikoo Homes 6 Kogilu,"[('Manipal Academy of Higher Education', '1.0 km'), ('Curious School', '2.2 km'), ('Bhartiya Mall of Bengaluru', '0.5 km'), ('KNS Institute of Technology', '1.8 km'), ('Karnataka College of Pharmacy', '1.3 km'), ('The Leela Bhartiya City', '0.45 km'), ('Elements Mall', '3.0 km')]"
Bhavisha Bentley Goldberg Phase 2,"[('Aditi Hospital', '2 km'), ('Anekal Road Railway Station', '5 km'), ('Alliance University', '2 km'), ('Sarjapur Road', '1 km'), ('D Mart', '3 km'), ('Wipro Limited', '3 km'), ('Indus International School', '3 km')]"
Bhavya Balaji,"[('Ramaiah Hospital', '1.5 km'), ('Sandeepani School', '2.0 km'), ('Orion Mall', '2.5 km'), ('New BEL Road', '1.5 km'), ('Ramaiah College', '2.0 km')]"
Bhavya Coral,"[('Rajajinagar Metro Station', '1.5 km'), ('Fortis Hospitals Limited Rajajinagar', '2.0 km'), ('Ananya Hospital', '2.0 km'), ('Vivekananda College', '1.8 km')]"
Bhavya Serene,"[('Stanford Speciality Hospital', '2 km'), ('Sarjapur Main Road', '1 km'), ('Market Square Mall', '3 km'), ('Carmelaram Railway Station', '3 km'), ('Wipro Corporate Office', '3 km')]"
Bhoo Aabharana,"[('Riverstone International School', '2.4 km'), ('North Bangalore Hospital', '6.9 km'), ('CMR University', '8.0 km'), ('Elements Mall', '6.8 km'), ('Bhartiya Mall of Bengaluru', '7.0 km'), ('Yelahanka Junction', '9.8 km'), ('KNS Institute of Technology', '6.0 km')]"
Bhoomika Vista Lagos,"[('Government Primary School', '2 km'), ('Government Higher Primary School', '2 km'), ('Yemaluru Primary Health Centre', '2 km'), ('Old Airport Road', '1 km'), ('Gopalan Signature Mall', '3 km'), ('Bagmane Tech Park', '3 km')]"
Birla Ojasvi,"[('Jayadev Memorial Rashtrotthana Hospital', '2.1 km'), ('Gospel International School', '1.1 km'), ('College of Fine Arts', '0.65 km'), ('Rajarajeshwari Nagar Metro Station', '1.5 km'), ('Gopalan Arcade Mall', '5.0 km')]"
Birla Tisya,"[('Vijayanagar Metro Railway Station', '1.5 km'), ('National Law School of India University', '2.0 km'), ('Orchids', '1.8 km'), ('Kamadhenu Hospital', '2.0 km'), ('Fortis Hospital', '2.0 km')]"
Birla Trimaya,"[('Trust Aid Hospital', '2.9 km'), ('RS Technical College', '3.2 km'), ('Doddajala Metro Station', '3.6 km'), ('Vidhyanagara Stadium', '7.4 km'), ('New Light International School', '8.8 km'), ('Purvankara Business Park', '8.3 km'), ('NH44', '2.9 km')]"
Bollineni Astra,"[('Soukya Hospital', '1.5 km'), ('Millennium World School', '1.0 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('Yelahanka Junction', '3.0 km'), ('Elements Mall', '2.5 km'), ('Brindavan Group of Institutions', '2.0 km'), ('Kogilu Main Road', '1.0 km')]"
Bramani Brundhavan,"[('LR International School', '2 km'), ('Government Primary School', '2 km'), ('Saraswati Vidya Mandir', '2 km'), ('Little Flower Hospital', '2 km'), ('Comfort Multispeciality Hospital', '2 km'), ('Gopalan Signature Mall', '2 km')]"
Brdavan Apartment,"[('S.J. Hospital', '1.5 km'), ('Mamta Hospital Bengaluru Rural', '1.8 km'), ('Brindavan College', '2.0 km'), ('Lotte Gollahalli Railway Station', '2.5 km'), ('Yeshwantpur Junction', '3.0 km'), ('Mantri Square Mall', '3.5 km')]"
Bren Imperia,"[('NH44', '3.2 km'), ('Market Square Mall Sarjapur Road', '3.5 km'), ('Orchids The International School', '3.7 km'), ('Kasavanahalli', '4.4 km'), ('Karmelaram Railway Station', '7.5 km'), ('Spandana Hospital', '3 km'), ('Azim Premji University', '4 km')]"
Bren Northern Lights,"[('Sai Hospital', '1.5 km'), ('Navya Hospital', '1.8 km'), ('Kensri School', '2.0 km'), ('Tanisandra Railway Station', '2.0 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('Elements Mall', '2.5 km'), ('Jawaharlal Nehru Centre For Advanced Scientific Research', '3.0 km')]"
Bren Trillium,"[('Beratena Agrahara Metro Station', '2.0 km'), ('Blossom Multispecialty Hospital', '1.5 km'), ('Omkar Medicals', '0.8 km'), ('PESIT Bengaluru South', '2.0 km'), ('Sri Annapoorneshwari Hotel', '1.2 km')]"
Bren Woods,"[('Springleaf Hospital', '2.0 km'), ('Silicon Valley School Konappana Agrahara', '1.5 km'), ('Hebbagodi Metro Station', '1.5 km'), ('Infosys Office', '2.5 km'), ('Anugrahaa Hospital', '2.0 km')]"
Bren Zahara,"[('Kudlu Gate Metro Station (upcoming)', '3 km'), ('The Cambridge International School', '4 km'), ('BRS Global School', '4 km'), ('Vibgyor School', '4 km'), ('Motherhood Hospital', '5 km'), ('Columbia Asia Hospital', '5 km'), ('Total Mall', '4 km')]"
Bricks and Milestones Wonderwall,"[('Sarjapur - Marathahalli Road', '1 km'), ('NH-44', '3 km'), ('Town Hospital Sarjapura', '3 km'), ('Azim Premji University', '4 km'), ('Indus International School', '5 km'), ('Total Mall', '5 km'), ('RGA Techpark', '6 km')]"
Brigade 7 Gardens,"[('Samastha Hospital', '1.5 km'), ('National Public School', '1.8 km'), ('Rajarajeshwari Nagar Metro Station', '1.5 km'), ('Reliance Smart', '2.0 km'), ('Bangalore University', '2.5 km')]"
Brigade 7 Gardens Banashankari,"[('National Public School', '0.9 km'), ('Amastha Hospital', '2.7 km'), ('Bangalore University', '3.4 km'), ('Reliance Smart', '2.6 km'), ('Rajarajeshwari Nagar Metro Station', '7.0 km')]"
